_virtualenv-burrito,2.7.1,https://raw.githubusercontent.com/brainsik/virtualenv-burrito/master/virtualenv-burrito.py,8cf9ca1752c9e459d9a39a87bd6817f252304068
setuptools,18.2,https://pypi.python.org/packages/source/s/setuptools/setuptools-18.2.tar.gz,55033c6e68189bc10b848beda27044e07e384b41
pip,8.0.2,https://pypi.python.org/packages/source/p/pip/pip-8.0.2.tar.gz,974a8c345d272b9d9072287f399aab8410067f7e
virtualenv,13.1.2,https://pypi.python.org/packages/source/v/virtualenv/virtualenv-13.1.2.tar.gz,766b12e9214751e547da267ffba79a84aaf7b3b0
virtualenvwrapper,4.6.0,https://pypi.python.org/packages/source/v/virtualenvwrapper/virtualenvwrapper-4.6.0.tar.gz,ed9cd96ffc3743791b678ac71200b8183aae0714
